image,name of stamp,price,day,month,year,class
dataset/augmented\226_augmented_5.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\226_augmented_6.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\226_augmented_7.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\226_augmented_8.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\226_augmented_9.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\226_augmented_10.jpg,Punjab National Bank,5,12,4,2019.0,226
dataset/augmented\227_augmented_1.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_2.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_3.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_4.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_5.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_6.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_7.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_8.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_9.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\227_augmented_10.jpg,Ram Chand Paul,5,6,3,2019.0,227
dataset/augmented\228_augmented_1.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_2.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_3.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_4.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_5.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_6.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_7.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_8.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_9.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\228_augmented_10.jpg,Kubernath Ray,5,9,3,2019.0,228
dataset/augmented\229_augmented_1.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_2.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_3.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_4.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_5.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_6.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_7.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_8.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_9.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\229_augmented_10.jpg,IIT(BHU)(1919-2019),5,19,2,2019.0,229
dataset/augmented\230_augmented_1.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_2.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_3.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_4.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_5.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_6.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_7.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_8.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_9.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\230_augmented_10.jpg,Aero India,25,29,2,2019.0,230
dataset/augmented\231_augmented_1.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_2.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_3.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_4.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_5.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_6.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_7.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_8.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_9.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\231_augmented_10.jpg,Aero India,5,29,2,2019.0,231
dataset/augmented\232_augmented_1.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_2.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_3.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_4.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_5.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_6.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_7.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_8.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_9.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\232_augmented_10.jpg,Kumbh Mela,5,2,2,2019.0,232
dataset/augmented\233_augmented_1.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_2.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_3.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_4.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_5.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_6.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_7.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_8.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_9.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\233_augmented_10.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,233
dataset/augmented\234_augmented_1.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_2.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_3.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_4.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_5.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_6.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_7.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_8.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_9.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\234_augmented_10.jpg,CentralInstituteofPlasticsEngineeringTechnology,41,24,1,2019.0,234
dataset/augmented\235_augmented_1.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_2.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_3.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_4.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_5.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_6.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_7.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_8.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_9.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\235_augmented_10.jpg,Financial Inclusion,5,30,1,2019.0,235
dataset/augmented\236_augmented_1.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_2.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_3.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_4.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_5.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_6.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_7.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_8.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_9.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\236_augmented_10.jpg,Mahamati Prannath,5,25,1,2019.0,236
dataset/augmented\237_augmented_1.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_2.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_3.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_4.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_5.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_6.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_7.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_8.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_9.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\237_augmented_10.jpg,Handicrafts Of India,5,31,12,2018.0,237
dataset/augmented\238_augmented_1.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_2.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_3.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_4.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_5.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_6.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_7.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_8.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_9.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\238_augmented_10.jpg,Handicrafts Of India,5,31,12,2018.0,238
dataset/augmented\239_augmented_1.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_2.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_3.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_4.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_5.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_6.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_7.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_8.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_9.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\239_augmented_10.jpg,Handicrafts Of India,5,31,12,2018.0,239
dataset/augmented\240_augmented_1.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_2.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_3.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_4.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_5.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_6.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_7.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_8.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_9.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\240_augmented_10.jpg,Handicrafts Of India,5,31,12,2018.0,240
dataset/augmented\241_augmented_1.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_2.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_3.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_4.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_5.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_6.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_7.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_8.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_9.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\241_augmented_10.jpg,Handicrafts Of India,5,31,12,2018.0,241
dataset/augmented\242_augmented_1.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_2.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_3.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_4.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_5.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_6.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_7.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_8.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_9.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\242_augmented_10.jpg,PortBlair,12,30,12,2018.0,242
dataset/augmented\243_augmented_1.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_2.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_3.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_4.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_5.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_6.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_7.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_8.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_9.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\243_augmented_10.jpg,PortBlair,41,30,12,2018.0,243
dataset/augmented\244_augmented_1.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_2.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_3.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_4.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_5.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_6.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_7.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_8.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_9.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\244_augmented_10.jpg,PortBlair,22,30,12,2018.0,244
dataset/augmented\245_augmented_1.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_2.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_3.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_4.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_5.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_6.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_7.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_8.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_9.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\245_augmented_10.jpg,Indian Fashion - Through the ages: Series - I,15,31,12,2018.0,245
dataset/augmented\246_augmented_1.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_2.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_3.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_4.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_5.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_6.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_7.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_8.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_9.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\246_augmented_10.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,246
dataset/augmented\247_augmented_1.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_2.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_3.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_4.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_5.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_6.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_7.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_8.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_9.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\247_augmented_10.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,247
dataset/augmented\248_augmented_1.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_2.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_3.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_4.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_5.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_6.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_7.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_8.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_9.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\248_augmented_10.jpg,Indian Fashion - Through the ages: Series - I,5,31,12,2018.0,248
dataset/augmented\249_augmented_1.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_2.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_3.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_4.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_5.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_6.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_7.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_8.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
dataset/augmented\249_augmented_9.jpg,Hill Forts of Rajasthan,12,29,12,2018.0,249
